chromatin	start	end	width	strand	name	score	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr20	5355802	5355879	78	*	chr20.422	11.24078	Distal Intergenic	20	5282686	5297378	14693	2	128674	uc010zqy.2	-58424	ENSG00000101292	PROKR2	prokineticin receptor 2
chr20	5383576	5383944	369	*	chr20.423	50.565712	Distal Intergenic	20	5412603	5426394	13792	2	100507629	uc010gbl.2	42450	ENSG00000226995	LINC00658	long intergenic non-protein coding RNA 658
chr20	5384931	5384975	45	*	chr20.424	10.959396	Distal Intergenic	20	5412603	5426394	13792	2	100507629	uc010gbl.2	41419	ENSG00000226995	LINC00658	long intergenic non-protein coding RNA 658
chr20	5385178	5385222	45	*	chr20.425	10.959611	Distal Intergenic	20	5412603	5426394	13792	2	100507629	uc010gbl.2	41172	ENSG00000226995	LINC00658	long intergenic non-protein coding RNA 658
chr20	5392051	5392309	259	*	chr20.426	14.295921	Distal Intergenic	20	5412603	5426394	13792	2	100507629	uc010gbl.2	34085	ENSG00000226995	LINC00658	long intergenic non-protein coding RNA 658
chr20	5417653	5417927	275	*	chr20.427	11.710031	Exon (uc010gbl.2/100507629, exon 2 of 5)	20	5412603	5426394	13792	2	100507629	uc010gbl.2	8467	ENSG00000226995	LINC00658	long intergenic non-protein coding RNA 658
chr20	5429136	5429487	352	*	chr20.428	38.65039	Distal Intergenic	20	5412603	5426394	13792	2	100507629	uc021waj.1	-2742	ENSG00000226995	LINC00658	long intergenic non-protein coding RNA 658
chr20	5460583	5460815	233	*	chr20.429	21.238686	Distal Intergenic	20	5451842	5457780	5939	1	643406	uc002wmb.2	8741	ENSG00000230563	LOC643406	uncharacterized LOC643406
chr20	5462067	5462191	125	*	chr20.430	11.491021	Distal Intergenic	20	5451842	5457780	5939	1	643406	uc002wmb.2	10225	ENSG00000230563	LOC643406	uncharacterized LOC643406
chr20	5462220	5462359	140	*	chr20.431	11.610484	Distal Intergenic	20	5451842	5457780	5939	1	643406	uc002wmb.2	10378	ENSG00000230563	LOC643406	uncharacterized LOC643406
chr20	5462581	5462610	30	*	chr20.432	10.858315	Distal Intergenic	20	5451842	5457780	5939	1	643406	uc002wmb.2	10739	ENSG00000230563	LOC643406	uncharacterized LOC643406
chr20	5478309	5478552	244	*	chr20.433	18.210587	Downstream (<1kb)	20	5479218	5485242	6025	2	149837	uc002wmc.4	6690	ENSG00000205181	LINC00654	long intergenic non-protein coding RNA 654
chr20	5484767	5485006	240	*	chr20.434	20.465754	Promoter	20	5479218	5485242	6025	2	149837	uc002wmc.4	236	ENSG00000205181	LINC00654	long intergenic non-protein coding RNA 654
chr20	5501955	5501984	30	*	chr20.435	10.858286	Distal Intergenic	20	5479218	5485242	6025	2	149837	uc002wmc.4	-16713	ENSG00000205181	LINC00654	long intergenic non-protein coding RNA 654
chr20	5502221	5502250	30	*	chr20.436	10.858286	Distal Intergenic	20	5479218	5485242	6025	2	149837	uc002wmc.4	-16979	ENSG00000205181	LINC00654	long intergenic non-protein coding RNA 654
chr20	5509546	5509905	360	*	chr20.437	37.263252	Distal Intergenic	20	5479218	5485242	6025	2	149837	uc002wmc.4	-24304	ENSG00000205181	LINC00654	long intergenic non-protein coding RNA 654
chr20	5510275	5510659	385	*	chr20.438	47.549152	Distal Intergenic	20	5479218	5485242	6025	2	149837	uc002wmc.4	-25033	ENSG00000205181	LINC00654	long intergenic non-protein coding RNA 654
chr20	5537094	5537337	244	*	chr20.439	18.210587	Intron (uc002wmd.4/56261, intron 14 of 14)	20	5525080	5566683	41604	2	56261	uc002wmd.4	29346	ENSG00000125772	GPCPD1	glycerophosphocholine phosphodiesterase 1
chr20	5537816	5538113	298	*	chr20.440	31.08616	Intron (uc002wmd.4/56261, intron 14 of 14)	20	5525080	5566683	41604	2	56261	uc002wmd.4	28570	ENSG00000125772	GPCPD1	glycerophosphocholine phosphodiesterase 1
chr20	5565128	5565397	270	*	chr20.441	12.279555	5' UTR	20	5525080	5566683	41604	2	56261	uc002wmd.4	1286	ENSG00000125772	GPCPD1	glycerophosphocholine phosphodiesterase 1
chr20	5575195	5575428	234	*	chr20.442	21.07736	Intron (uc002wme.4/56261, intron 3 of 19)	20	5525080	5566683	41604	2	56261	uc002wmd.4	-8512	ENSG00000125772	GPCPD1	glycerophosphocholine phosphodiesterase 1
chr20	5577182	5577272	91	*	chr20.443	11.322709	Intron (uc002wme.4/56261, intron 3 of 19)	20	5525080	5566683	41604	2	56261	uc002wmd.4	-10499	ENSG00000125772	GPCPD1	glycerophosphocholine phosphodiesterase 1
chr20	5577347	5577648	302	*	chr20.444	15.613819	Intron (uc002wme.4/56261, intron 3 of 19)	20	5525080	5566683	41604	2	56261	uc002wmd.4	-10664	ENSG00000125772	GPCPD1	glycerophosphocholine phosphodiesterase 1
chr20	5580236	5580263	28	*	chr20.445	10.844473	Intron (uc002wme.4/56261, intron 2 of 19)	20	5525080	5591672	66593	2	56261	uc002wme.4	11409	ENSG00000125772	GPCPD1	glycerophosphocholine phosphodiesterase 1
chr20	5580503	5580533	31	*	chr20.446	10.858064	Intron (uc002wme.4/56261, intron 2 of 19)	20	5525080	5591672	66593	2	56261	uc002wme.4	11139	ENSG00000125772	GPCPD1	glycerophosphocholine phosphodiesterase 1
chr20	5583963	5584307	345	*	chr20.447	39.783707	Intron (uc002wme.4/56261, intron 2 of 19)	20	5525080	5591672	66593	2	56261	uc002wme.4	7365	ENSG00000125772	GPCPD1	glycerophosphocholine phosphodiesterase 1
chr20	5585285	5585687	403	*	chr20.448	57.903324	Intron (uc002wme.4/56261, intron 1 of 19)	20	5525080	5591672	66593	2	56261	uc002wme.4	5985	ENSG00000125772	GPCPD1	glycerophosphocholine phosphodiesterase 1
chr20	5586911	5586955	45	*	chr20.449	10.963105	Intron (uc002wme.4/56261, intron 1 of 19)	20	5525080	5591672	66593	2	56261	uc002wme.4	4717	ENSG00000125772	GPCPD1	glycerophosphocholine phosphodiesterase 1
chr20	5587111	5587532	422	*	chr20.450	31.916046	Intron (uc002wme.4/56261, intron 1 of 19)	20	5525080	5591672	66593	2	56261	uc002wme.4	4140	ENSG00000125772	GPCPD1	glycerophosphocholine phosphodiesterase 1
chr20	5588251	5588484	234	*	chr20.451	20.75734	Intron (uc002wme.4/56261, intron 1 of 19)	20	5525080	5591672	66593	2	56261	uc002wme.4	3188	ENSG00000125772	GPCPD1	glycerophosphocholine phosphodiesterase 1
chr20	5588910	5589181	272	*	chr20.452	12.537891	Intron (uc002wme.4/56261, intron 1 of 19)	20	5525080	5591672	66593	2	56261	uc002wme.4	2491	ENSG00000125772	GPCPD1	glycerophosphocholine phosphodiesterase 1
chr20	5591409	5591947	539	*	chr20.453	88.80388	Promoter	20	5525080	5591672	66593	2	56261	uc002wme.4	0	ENSG00000125772	GPCPD1	glycerophosphocholine phosphodiesterase 1
chr20	5626197	5626440	244	*	chr20.454	18.108894	Distal Intergenic	20	5525080	5591672	66593	2	56261	uc002wme.4	-34525	ENSG00000125772	GPCPD1	glycerophosphocholine phosphodiesterase 1
chr20	5627360	5627658	299	*	chr20.455	30.922539	Distal Intergenic	20	5525080	5591672	66593	2	56261	uc002wme.4	-35688	ENSG00000125772	GPCPD1	glycerophosphocholine phosphodiesterase 1
chr20	5630875	5631121	247	*	chr20.456	17.90599	Distal Intergenic	20	5525080	5591672	66593	2	56261	uc002wme.4	-39203	ENSG00000125772	GPCPD1	glycerophosphocholine phosphodiesterase 1
chr20	5634539	5634940	402	*	chr20.457	30.833227	Distal Intergenic	20	5525080	5591672	66593	2	56261	uc002wme.4	-42867	ENSG00000125772	GPCPD1	glycerophosphocholine phosphodiesterase 1
chr20	5635391	5635633	243	*	chr20.458	18.360916	Distal Intergenic	20	5525080	5591672	66593	2	56261	uc002wme.4	-43719	ENSG00000125772	GPCPD1	glycerophosphocholine phosphodiesterase 1
chr20	5654683	5655397	715	*	chr20.459	54.66705	Distal Intergenic	20	5525080	5591672	66593	2	56261	uc002wme.4	-63011	ENSG00000125772	GPCPD1	glycerophosphocholine phosphodiesterase 1
chr20	5667463	5667542	80	*	chr20.460	11.2586155	Distal Intergenic	20	5731043	5844559	113517	1	149840	uc002wmf.3	-63501	ENSG00000171984	SHLD1	shieldin complex subunit 1
chr20	5667665	5667744	80	*	chr20.461	11.2586155	Distal Intergenic	20	5731043	5844559	113517	1	149840	uc002wmf.3	-63299	ENSG00000171984	SHLD1	shieldin complex subunit 1
chr20	5668721	5668759	39	*	chr20.462	10.92188	Distal Intergenic	20	5731043	5844559	113517	1	149840	uc002wmf.3	-62284	ENSG00000171984	SHLD1	shieldin complex subunit 1
chr20	5668974	5669012	39	*	chr20.463	10.92188	Distal Intergenic	20	5731043	5844559	113517	1	149840	uc002wmf.3	-62031	ENSG00000171984	SHLD1	shieldin complex subunit 1
chr20	5672538	5673026	489	*	chr20.464	78.316925	Distal Intergenic	20	5731043	5844559	113517	1	149840	uc002wmf.3	-58017	ENSG00000171984	SHLD1	shieldin complex subunit 1
chr20	5694871	5694895	25	*	chr20.465	10.8314705	Distal Intergenic	20	5731043	5844559	113517	1	149840	uc002wmf.3	-36148	ENSG00000171984	SHLD1	shieldin complex subunit 1
chr20	5695142	5695166	25	*	chr20.466	10.8314705	Distal Intergenic	20	5731043	5844559	113517	1	149840	uc002wmf.3	-35877	ENSG00000171984	SHLD1	shieldin complex subunit 1
chr20	5718024	5718268	245	*	chr20.467	17.419222	Distal Intergenic	20	5731043	5844559	113517	1	149840	uc002wmf.3	-12775	ENSG00000171984	SHLD1	shieldin complex subunit 1
chr20	5730783	5731142	360	*	chr20.468	22.113503	Promoter	20	5731043	5844559	113517	1	149840	uc002wmf.3	0	ENSG00000171984	SHLD1	shieldin complex subunit 1
chr20	5741295	5741709	415	*	chr20.469	55.96593	Intron (uc002wmf.3/149840, intron 1 of 2)	20	5731043	5844559	113517	1	149840	uc002wmf.3	10252	ENSG00000171984	SHLD1	shieldin complex subunit 1
chr20	5743121	5743501	381	*	chr20.470	48.42297	Intron (uc002wmf.3/149840, intron 1 of 2)	20	5731043	5844559	113517	1	149840	uc002wmf.3	12078	ENSG00000171984	SHLD1	shieldin complex subunit 1
chr20	5750973	5751213	241	*	chr20.471	19.880194	Intron (uc002wmf.3/149840, intron 1 of 2)	20	5731043	5844559	113517	1	149840	uc002wmf.3	19930	ENSG00000171984	SHLD1	shieldin complex subunit 1
chr20	5751635	5751883	249	*	chr20.472	16.510132	Intron (uc002wmf.3/149840, intron 1 of 2)	20	5731043	5844559	113517	1	149840	uc002wmf.3	20592	ENSG00000171984	SHLD1	shieldin complex subunit 1
chr20	5769028	5769382	355	*	chr20.473	38.212334	Intron (uc002wmf.3/149840, intron 2 of 2)	20	5731043	5844559	113517	1	149840	uc002wmf.3	37985	ENSG00000171984	SHLD1	shieldin complex subunit 1
chr20	5778573	5779070	498	*	chr20.474	45.69077	Intron (uc002wmf.3/149840, intron 2 of 2)	20	5731043	5844559	113517	1	149840	uc002wmf.3	47530	ENSG00000171984	SHLD1	shieldin complex subunit 1
chr20	5805622	5805891	270	*	chr20.475	12.188918	Intron (uc002wmf.3/149840, intron 2 of 2)	20	5731043	5844559	113517	1	149840	uc002wmf.3	74579	ENSG00000171984	SHLD1	shieldin complex subunit 1
chr20	5823599	5824237	639	*	chr20.476	56.71184	Intron (uc002wmf.3/149840, intron 2 of 2)	20	5891974	5906005	14032	1	1114	uc002wmg.3	-67737	ENSG00000089199	CHGB	chromogranin B
chr20	5824762	5825334	573	*	chr20.477	62.176426	Intron (uc002wmf.3/149840, intron 2 of 2)	20	5891974	5906005	14032	1	1114	uc002wmg.3	-66640	ENSG00000089199	CHGB	chromogranin B
chr20	5826345	5826663	319	*	chr20.478	27.461288	Intron (uc002wmf.3/149840, intron 2 of 2)	20	5891974	5906005	14032	1	1114	uc002wmg.3	-65311	ENSG00000089199	CHGB	chromogranin B
chr20	5826996	5827346	351	*	chr20.479	38.873066	Intron (uc002wmf.3/149840, intron 2 of 2)	20	5891974	5906005	14032	1	1114	uc002wmg.3	-64628	ENSG00000089199	CHGB	chromogranin B
chr20	5836721	5836955	235	*	chr20.480	20.862938	Intron (uc002wmf.3/149840, intron 2 of 2)	20	5891974	5906005	14032	1	1114	uc002wmg.3	-55019	ENSG00000089199	CHGB	chromogranin B
chr20	5881798	5882036	239	*	chr20.481	19.110239	Distal Intergenic	20	5891974	5906005	14032	1	1114	uc002wmg.3	-9938	ENSG00000089199	CHGB	chromogranin B
chr20	5900005	5900239	235	*	chr20.482	20.368189	Intron (uc002wmg.3/1114, intron 3 of 4)	20	5891974	5906005	14032	1	1114	uc010zqz.2	8031	ENSG00000089199	CHGB	chromogranin B
chr20	5930803	5931736	934	*	chr20.483	101.20659	Promoter	20	5918486	5931173	12688	2	51605	uc002wmh.1	0	ENSG00000089195	TRMT6	tRNA methyltransferase 6
chr20	5931846	5931899	54	*	chr20.484	11.017509	Promoter	20	5931298	5975831	44534	1	84515	uc010gbp.3	548	ENSG00000125885	MCM8	minichromosome maintenance 8 homologous recombination repair factor
chr20	5977333	5977764	432	*	chr20.485	78.368935	Distal Intergenic	20	5986739	6020697	33959	1	54675	uc002wmn.4	-8975	ENSG00000088766	CRLS1	cardiolipin synthase 1
chr20	5984003	5984346	344	*	chr20.486	40.153275	Distal Intergenic	20	5986739	6020697	33959	1	54675	uc002wmn.4	-2393	ENSG00000088766	CRLS1	cardiolipin synthase 1
chr20	5986190	5986954	765	*	chr20.487	75.495995	Promoter	20	5986739	6020697	33959	1	54675	uc002wmn.4	0	ENSG00000088766	CRLS1	cardiolipin synthase 1
chr20	5987173	5987533	361	*	chr20.488	22.498478	Promoter	20	5987898	6020697	32800	1	54675	uc010gbr.3	-365	ENSG00000088766	CRLS1	cardiolipin synthase 1
chr20	6026849	6027099	251	*	chr20.489	16.035007	Intron (uc002wmo.3/164312, intron 3 of 4)	20	6021192	6034726	13535	2	164312	uc002wmo.3	7627	ENSG00000125872	LRRN4	leucine rich repeat neuronal 4
chr20	6032798	6033356	559	*	chr20.490	25.298262	Exon (uc002wmo.3/164312, exon 2 of 5)	20	6021192	6034726	13535	2	164312	uc002wmo.3	1370	ENSG00000125872	LRRN4	leucine rich repeat neuronal 4
chr20	6033392	6033660	269	*	chr20.491	20.84849	5' UTR	20	6021192	6034726	13535	2	164312	uc002wmo.3	1066	ENSG00000125872	LRRN4	leucine rich repeat neuronal 4
chr20	6038467	6038719	253	*	chr20.492	15.548657	Distal Intergenic	20	6030851	6034726	3876	2	164312	uc002wmp.4	-3741	ENSG00000125872	LRRN4	leucine rich repeat neuronal 4
chr20	6054891	6055244	354	*	chr20.493	38.21221	Downstream (<1kb)	20	6055492	6074819	19328	2	55612	uc002wmq.3	19575	ENSG00000101311	FERMT1	fermitin family member 1
chr20	6083759	6084338	580	*	chr20.494	39.31552	Intron (uc002wmr.3/55612, intron 6 of 14)	20	6075976	6088281	12306	2	55612	uc002wmt.3	3943	ENSG00000101311	FERMT1	fermitin family member 1
chr20	6085198	6085440	243	*	chr20.495	17.954205	Intron (uc002wmr.3/55612, intron 6 of 14)	20	6075976	6088281	12306	2	55612	uc002wmt.3	2841	ENSG00000101311	FERMT1	fermitin family member 1
chr20	6102922	6103158	237	*	chr20.496	20.246346	Intron (uc002wmr.3/55612, intron 1 of 14)	20	6055492	6104191	48700	2	55612	uc002wmr.3	1033	ENSG00000101311	FERMT1	fermitin family member 1
chr20	6103497	6104044	548	*	chr20.497	78.14973	Promoter	20	6055492	6104191	48700	2	55612	uc002wmr.3	147	ENSG00000101311	FERMT1	fermitin family member 1
chr20	6114514	6114593	80	*	chr20.498	11.258645	Distal Intergenic	20	6067966	6104191	36226	2	55612	uc002wms.3	-10323	ENSG00000101311	FERMT1	fermitin family member 1
chr20	6114716	6114795	80	*	chr20.499	11.258619	Distal Intergenic	20	6067966	6104191	36226	2	55612	uc002wms.3	-10525	ENSG00000101311	FERMT1	fermitin family member 1
chr20	6121644	6121980	337	*	chr20.500	41.21211	Distal Intergenic	20	6067966	6104191	36226	2	55612	uc002wms.3	-17453	ENSG00000101311	FERMT1	fermitin family member 1
chr20	6122330	6122565	236	*	chr20.501	20.664143	Distal Intergenic	20	6067966	6104191	36226	2	55612	uc002wms.3	-18139	ENSG00000101311	FERMT1	fermitin family member 1
chr20	6122951	6123342	392	*	chr20.502	46.50568	Distal Intergenic	20	6067966	6104191	36226	2	55612	uc002wms.3	-18760	ENSG00000101311	FERMT1	fermitin family member 1
chr20	6131596	6131843	248	*	chr20.503	16.91507	Distal Intergenic	20	6067966	6104191	36226	2	55612	uc002wms.3	-27405	ENSG00000101311	FERMT1	fermitin family member 1
chr20	6138021	6138371	351	*	chr20.504	38.87243	Distal Intergenic	20	6067966	6104191	36226	2	55612	uc002wms.3	-33830	ENSG00000101311	FERMT1	fermitin family member 1
chr20	6161240	6161479	240	*	chr20.505	19.110548	Distal Intergenic	20	6067966	6104191	36226	2	55612	uc002wms.3	-57049	ENSG00000101311	FERMT1	fermitin family member 1
chr20	6250363	6250407	45	*	chr20.506	10.959396	Distal Intergenic	20	6067966	6104191	36226	2	55612	uc002wms.3	-146172	ENSG00000101311	FERMT1	fermitin family member 1
chr20	6250610	6250654	45	*	chr20.507	10.959396	Distal Intergenic	20	6067966	6104191	36226	2	55612	uc002wms.3	-146419	ENSG00000101311	FERMT1	fermitin family member 1
chr20	6251847	6252079	233	*	chr20.508	21.09054	Distal Intergenic	20	6067966	6104191	36226	2	55612	uc002wms.3	-147656	ENSG00000101311	FERMT1	fermitin family member 1
chr20	6267748	6267981	234	*	chr20.509	21.210564	Distal Intergenic	20	6067966	6104191	36226	2	55612	uc002wms.3	-163557	ENSG00000101311	FERMT1	fermitin family member 1
chr20	6281397	6281666	270	*	chr20.510	12.188918	Distal Intergenic	20	6067966	6104191	36226	2	55612	uc002wms.3	-177206	ENSG00000101311	FERMT1	fermitin family member 1
chr20	6287903	6288148	246	*	chr20.511	17.473827	Distal Intergenic	20	6067966	6104191	36226	2	55612	uc002wms.3	-183712	ENSG00000101311	FERMT1	fermitin family member 1
chr20	6292554	6292825	272	*	chr20.512	12.103317	Distal Intergenic	20	6067966	6104191	36226	2	55612	uc002wms.3	-188363	ENSG00000101311	FERMT1	fermitin family member 1
chr20	6314922	6315167	246	*	chr20.513	17.36409	Distal Intergenic	20	6067966	6104191	36226	2	55612	uc002wms.3	-210731	ENSG00000101311	FERMT1	fermitin family member 1
chr20	6319517	6319752	236	*	chr20.514	20.563139	Distal Intergenic	20	6067966	6104191	36226	2	55612	uc002wms.3	-215326	ENSG00000101311	FERMT1	fermitin family member 1
chr20	6323062	6323147	86	*	chr20.515	11.296895	Distal Intergenic	20	6067966	6104191	36226	2	55612	uc002wms.3	-218871	ENSG00000101311	FERMT1	fermitin family member 1
chr20	6323258	6323343	86	*	chr20.516	11.295824	Distal Intergenic	20	6067966	6104191	36226	2	55612	uc002wms.3	-219067	ENSG00000101311	FERMT1	fermitin family member 1
chr20	6397053	6397349	297	*	chr20.517	31.482313	Distal Intergenic	20	6067966	6104191	36226	2	55612	uc002wms.3	-292862	ENSG00000101311	FERMT1	fermitin family member 1
chr20	6431921	6431996	76	*	chr20.518	11.223374	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	-316749	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6432129	6432204	76	*	chr20.519	11.223699	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	-316541	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6449567	6449802	236	*	chr20.520	20.563139	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	-298943	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6455836	6456074	239	*	chr20.521	19.449556	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	-292671	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6457244	6457515	272	*	chr20.522	11.946	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	-291230	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6465072	6465316	245	*	chr20.523	17.528461	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	-283429	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6473332	6473578	247	*	chr20.524	17.309284	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	-275167	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6479550	6479665	116	*	chr20.525	11.466845	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	-269080	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6479712	6479827	116	*	chr20.526	11.466845	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	-268918	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6506476	6506726	251	*	chr20.527	18.225204	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	-242019	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6540464	6540798	335	*	chr20.528	25.123146	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	-207947	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6545044	6545067	24	*	chr20.529	10.82254	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	-203678	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6545309	6545574	266	*	chr20.530	14.492	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	-203171	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6556372	6557124	753	*	chr20.531	48.433594	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	-191621	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6563731	6564127	397	*	chr20.532	59.2054	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	-184618	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6569115	6569348	234	*	chr20.533	21.240278	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	-179397	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6570186	6570421	236	*	chr20.534	20.614609	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	-178324	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6581140	6581387	248	*	chr20.535	17.029522	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	-167358	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6594114	6594528	415	*	chr20.536	55.557285	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	-154217	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6604623	6605112	490	*	chr20.537	60.82125	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	-143633	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6605530	6605766	237	*	chr20.538	20.308191	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	-142979	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6607364	6607452	89	*	chr20.539	11.317005	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	-141293	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6607558	6607645	88	*	chr20.540	11.315227	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	-141100	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6608505	6608740	236	*	chr20.541	20.614609	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	-140005	ENSG00000125845	BMP2	bone morphogenetic protein 2
